#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
FGFR2	JAK1	9606.ENSP00000410294	9606.ENSP00000499900	0	0	0	0.605	0	0.074	0.900	0.145	0.913
FGFR2	PIK3R1	9606.ENSP00000410294	9606.ENSP00000428056	0	0	0	0	0.042	0.416	0.650	0.659	0.924
FGFR3	PLCG1	9606.ENSP00000339824	9606.ENSP00000244007	0	0	0	0	0.062	0.178	0.900	0.454	0.952
FGFR3	KRAS	9606.ENSP00000339824	9606.ENSP00000256078	0	0	0	0	0	0.099	0.900	0.708	0.971
FGFR3	PIK3CA	9606.ENSP00000339824	9606.ENSP00000263967	0	0	0	0	0	0.087	0.650	0.901	0.965
FGFR3	JAK1	9606.ENSP00000339824	9606.ENSP00000499900	0	0	0	0.604	0	0.074	0.900	0.162	0.915
FGFR3	JAK2	9606.ENSP00000339824	9606.ENSP00000371067	0	0	0	0.610	0	0.074	0.900	0.219	0.921
FGFR3	SRC	9606.ENSP00000339824	9606.ENSP00000362680	0	0	0	0.696	0	0.090	0.900	0.225	0.923
FGFR3	INS	9606.ENSP00000339824	9606.ENSP00000380432	0	0	0	0	0.066	0	0.900	0.341	0.933
FGFR3	SOS1	9606.ENSP00000339824	9606.ENSP00000384675	0	0	0	0	0	0.095	0.900	0.368	0.937
FGFR3	NRAS	9606.ENSP00000339824	9606.ENSP00000358548	0	0	0	0	0	0.099	0.900	0.806	0.981
FGFR3	HRAS	9606.ENSP00000339824	9606.ENSP00000407586	0	0	0	0	0.044	0.099	0.900	0.821	0.982
FGFR3	GRB2	9606.ENSP00000339824	9606.ENSP00000376345	0	0	0	0	0.055	0.579	0.900	0.645	0.984
FGFR4	KRAS	9606.ENSP00000292408	9606.ENSP00000256078	0	0	0	0	0	0.099	0.900	0.470	0.948
FGFR4	SOS1	9606.ENSP00000292408	9606.ENSP00000384675	0	0	0	0	0	0.095	0.900	0.266	0.927
FGFR4	HRAS	9606.ENSP00000292408	9606.ENSP00000407586	0	0	0	0	0.042	0.099	0.900	0.425	0.943
FGFR4	NRAS	9606.ENSP00000292408	9606.ENSP00000358548	0	0	0	0	0	0.099	0.900	0.441	0.945
FGFR4	INS	9606.ENSP00000292408	9606.ENSP00000380432	0	0	0	0	0.066	0.141	0.900	0.405	0.946
FGFR4	GRB2	9606.ENSP00000292408	9606.ENSP00000376345	0	0	0	0	0.055	0.218	0.900	0.403	0.950
FLT1	HGF	9606.ENSP00000282397	9606.ENSP00000222390	0	0	0	0	0.044	0	0.650	0.748	0.908
FLT1	FLT4	9606.ENSP00000282397	9606.ENSP00000261937	0	0	0	0.885	0.101	0.097	0	0.910	0.920
FLT1	KDR	9606.ENSP00000282397	9606.ENSP00000263923	0	0	0.070	0.906	0.329	0.510	0	0.984	0.994
FLT1	NRP1	9606.ENSP00000282397	9606.ENSP00000265371	0	0	0	0	0.074	0.345	0	0.989	0.993
FLT1	PIK3CB	9606.ENSP00000282397	9606.ENSP00000501150	0	0	0	0	0	0.098	0.650	0.732	0.908
FLT1	PIK3R1	9606.ENSP00000282397	9606.ENSP00000428056	0	0	0	0	0	0.670	0.650	0.281	0.909
FLT1	PDGFB	9606.ENSP00000282397	9606.ENSP00000330382	0	0	0	0	0.106	0	0.650	0.739	0.911
FLT1	GRB2	9606.ENSP00000282397	9606.ENSP00000376345	0	0	0	0	0.055	0.126	0.650	0.735	0.913
FLT1	PTK2	9606.ENSP00000282397	9606.ENSP00000341189	0	0	0	0.580	0.098	0.374	0.900	0.195	0.948
FLT1	VEGFC	9606.ENSP00000282397	9606.ENSP00000480043	0	0	0	0	0.043	0.048	0.650	0.998	0.999
FLT4	PTK2	9606.ENSP00000261937	9606.ENSP00000341189	0	0	0	0.584	0.085	0.088	0.900	0.170	0.921
FLT4	GRB2	9606.ENSP00000261937	9606.ENSP00000376345	0	0	0	0	0.055	0.383	0.650	0.910	0.979
FLT4	KDR	9606.ENSP00000261937	9606.ENSP00000263923	0	0	0.056	0.906	0.164	0.639	0	0.983	0.994
FLT4	VEGFC	9606.ENSP00000261937	9606.ENSP00000480043	0	0	0	0	0.043	0.945	0.700	0.999	0.999
FN1	TGFB1	9606.ENSP00000346839	9606.ENSP00000221930	0	0	0	0	0.049	0	0	0.969	0.969
FN1	HGF	9606.ENSP00000346839	9606.ENSP00000222390	0	0	0	0	0.055	0.394	0	0.947	0.967
FN1	LOX	9606.ENSP00000346839	9606.ENSP00000231004	0	0	0	0	0.233	0.591	0	0.799	0.931
FN1	SPARC	9606.ENSP00000346839	9606.ENSP00000231061	0	0	0	0	0.355	0	0	0.954	0.969
FN1	VHL	9606.ENSP00000346839	9606.ENSP00000256474	0	0	0	0	0	0.834	0	0.579	0.927
FN1	ITGAV	9606.ENSP00000346839	9606.ENSP00000261023	0	0	0	0	0.126	0.960	0.900	0.997	0.999
FN1	STAT3	9606.ENSP00000346839	9606.ENSP00000264657	0	0	0	0	0	0.900	0.500	0.796	0.988
FN1	ICAM1	9606.ENSP00000346839	9606.ENSP00000264832	0	0	0	0	0.055	0	0	0.903	0.904
FN1	MMP3	9606.ENSP00000346839	9606.ENSP00000299855	0	0	0	0	0.098	0	0	0.932	0.936
FN1	ITGA3	9606.ENSP00000346839	9606.ENSP00000315190	0	0	0	0	0.099	0.292	0.900	0.990	0.999
FN1	PTK2	9606.ENSP00000346839	9606.ENSP00000341189	0	0	0	0	0.084	0	0.650	0.822	0.937
FN1	IL6	9606.ENSP00000346839	9606.ENSP00000385675	0	0	0	0	0.087	0	0	0.895	0.900
FN1	IGF1	9606.ENSP00000346839	9606.ENSP00000376637	0	0	0	0	0.107	0	0	0.901	0.907
FN1	ITGA6	9606.ENSP00000346839	9606.ENSP00000386896	0	0	0	0	0.059	0	0.650	0.799	0.928
FN1	SRC	9606.ENSP00000346839	9606.ENSP00000362680	0	0	0	0	0.042	0	0.400	0.912	0.945
FN1	GAPDH	9606.ENSP00000346839	9606.ENSP00000380070	0	0	0	0	0.060	0.072	0	0.943	0.945
FN1	TNF	9606.ENSP00000346839	9606.ENSP00000398698	0	0	0	0	0.057	0	0	0.970	0.970
FN1	TGM2	9606.ENSP00000346839	9606.ENSP00000355330	0	0	0	0	0.112	0.803	0	0.986	0.997
FN1	ITGB3	9606.ENSP00000346839	9606.ENSP00000452786	0	0	0	0	0.072	0.977	0.900	0.995	0.999
FN1	ITGB1	9606.ENSP00000346839	9606.ENSP00000379350	0	0	0	0	0.099	0.981	0.900	0.998	0.999
FOS	MAPK12	9606.ENSP00000306245	9606.ENSP00000215659	0	0	0	0	0.067	0.256	0.900	0.455	0.957
FOS	MAPK1	9606.ENSP00000306245	9606.ENSP00000215832	0	0	0	0	0.055	0.450	0.900	0.864	0.992
FOS	RPS6KB1	9606.ENSP00000306245	9606.ENSP00000225577	0	0	0	0	0.055	0.071	0.900	0.461	0.946
FOS	MAPK14	9606.ENSP00000306245	9606.ENSP00000229795	0	0	0	0	0.067	0.256	0.900	0.814	0.985
FOS	NR3C1	9606.ENSP00000306245	9606.ENSP00000231509	0	0	0	0	0	0.108	0	0.958	0.961
FOS	YY1	9606.ENSP00000306245	9606.ENSP00000262238	0	0	0	0	0.042	0.091	0.500	0.865	0.933
FOS	MAPK3	9606.ENSP00000306245	9606.ENSP00000263025	0	0	0	0	0.055	0.450	0.900	0.907	0.994
FOS	STAT3	9606.ENSP00000306245	9606.ENSP00000264657	0	0	0	0	0.132	0.429	0.500	0.984	0.995
FOS	TP53	9606.ENSP00000306245	9606.ENSP00000269305	0	0	0	0	0.053	0.230	0.500	0.884	0.952
FOS	RELA	9606.ENSP00000306245	9606.ENSP00000384273	0	0	0	0	0.101	0.528	0	0.820	0.917
FOS	SP1	9606.ENSP00000306245	9606.ENSP00000329357	0	0	0	0	0	0.066	0.900	0.453	0.944
FOS	PRKCA	9606.ENSP00000306245	9606.ENSP00000408695	0	0	0	0	0.049	0	0.900	0.480	0.946
FOS	PRKACA	9606.ENSP00000306245	9606.ENSP00000309591	0	0	0	0	0	0.086	0.900	0.594	0.959
FOS	MYC	9606.ENSP00000306245	9606.ENSP00000478887	0	0	0	0	0.134	0.221	0.400	0.924	0.965
FOS	NCOA3	9606.ENSP00000306245	9606.ENSP00000361066	0	0	0	0	0	0.327	0.900	0.593	0.970
FOS	SMAD3	9606.ENSP00000306245	9606.ENSP00000332973	0	0	0	0	0	0.510	0	0.954	0.976
FOS	MAPK9	9606.ENSP00000306245	9606.ENSP00000394560	0	0	0	0	0	0.297	0.900	0.706	0.977
FOS	MAPK8	9606.ENSP00000306245	9606.ENSP00000378974	0	0	0	0	0	0.174	0.900	0.849	0.986
FOS	SRC	9606.ENSP00000306245	9606.ENSP00000362680	0	0	0	0	0.102	0.096	0.900	0.848	0.986
FOS	RUNX2	9606.ENSP00000306245	9606.ENSP00000360493	0	0	0	0	0.052	0.510	0.900	0.761	0.987
FOS	JUN	9606.ENSP00000306245	9606.ENSP00000360266	0	0	0	0	0.690	0.999	0.900	0.999	0.999
FOXO1	SIRT1	9606.ENSP00000368880	9606.ENSP00000212015	0	0	0	0	0.109	0.816	0.900	0.984	0.999
FOXO1	MAPK12	9606.ENSP00000368880	9606.ENSP00000215659	0	0	0	0	0	0.057	0.900	0.310	0.929
FOXO1	MAPK1	9606.ENSP00000368880	9606.ENSP00000215832	0	0	0	0	0	0.057	0.900	0.425	0.941
FOXO1	MAPK14	9606.ENSP00000368880	9606.ENSP00000229795	0	0	0	0	0	0.057	0.900	0.373	0.935
FOXO1	SMAD2	9606.ENSP00000368880	9606.ENSP00000262160	0	0	0	0	0	0.076	0.900	0.755	0.975
FOXO1	MAPK3	9606.ENSP00000368880	9606.ENSP00000263025	0	0	0	0	0	0.057	0.900	0.603	0.959
FOXO1	STAT3	9606.ENSP00000368880	9606.ENSP00000264657	0	0	0	0	0.075	0	0.900	0.644	0.964
FOXO1	PRKACA	9606.ENSP00000368880	9606.ENSP00000309591	0	0	0	0	0	0.312	0.900	0.662	0.974
FOXO1	STK11	9606.ENSP00000368880	9606.ENSP00000324856	0	0	0	0	0	0.071	0.900	0.555	0.955
FOXO1	SMAD3	9606.ENSP00000368880	9606.ENSP00000332973	0	0	0	0	0.074	0.317	0.900	0.872	0.990
FOXO1	FOXO3	9606.ENSP00000368880	9606.ENSP00000339527	0	0	0	0.895	0.073	0	0.900	0.562	0.955
FOXO1	PTEN	9606.ENSP00000368880	9606.ENSP00000361021	0	0	0	0	0.064	0.099	0	0.894	0.903
FOXO1	SOD2	9606.ENSP00000368880	9606.ENSP00000446252	0	0	0	0	0.049	0	0.750	0.628	0.903
FOXO1	IGF1	9606.ENSP00000368880	9606.ENSP00000376637	0	0	0	0	0.068	0	0	0.908	0.910
FOXO1	MAPK9	9606.ENSP00000368880	9606.ENSP00000394560	0	0	0	0	0	0.099	0.900	0.352	0.936
FOXO1	PRMT1	9606.ENSP00000368880	9606.ENSP00000406162	0	0	0	0	0	0.073	0.900	0.399	0.939
FOXO1	INS	9606.ENSP00000368880	9606.ENSP00000380432	0	0	0	0	0.048	0	0.400	0.910	0.944
FOXO1	IKBKB	9606.ENSP00000368880	9606.ENSP00000430684	0	0	0	0	0.049	0.094	0.900	0.427	0.944
FOXO1	MAPK8	9606.ENSP00000368880	9606.ENSP00000378974	0	0	0	0	0.049	0.099	0.900	0.498	0.951
FOXO3	SIRT1	9606.ENSP00000339527	9606.ENSP00000212015	0	0	0	0	0.060	0.774	0.900	0.964	0.999
FOXO3	MAPK12	9606.ENSP00000339527	9606.ENSP00000215659	0	0	0	0	0	0.057	0.900	0.313	0.929
FOXO3	MAPK1	9606.ENSP00000339527	9606.ENSP00000215832	0	0	0	0	0.147	0.303	0.900	0.461	0.963
FOXO3	MAPK14	9606.ENSP00000339527	9606.ENSP00000229795	0	0	0	0	0.180	0.057	0.900	0.422	0.949
FOXO3	MDM2	9606.ENSP00000339527	9606.ENSP00000258149	0	0	0	0	0.049	0.742	0	0.982	0.995
FOXO3	SMAD2	9606.ENSP00000339527	9606.ENSP00000262160	0	0	0	0	0.049	0.076	0.900	0.925	0.992
FOXO3	MAPK3	9606.ENSP00000339527	9606.ENSP00000263025	0	0	0	0	0.082	0.057	0.900	0.604	0.961
FOXO3	STAT3	9606.ENSP00000339527	9606.ENSP00000264657	0	0	0	0	0.081	0	0.900	0.787	0.978
FOXO3	TP53	9606.ENSP00000339527	9606.ENSP00000269305	0	0	0	0	0	0.776	0	0.991	0.998
FOXO3	RUNX1	9606.ENSP00000339527	9606.ENSP00000300305	0	0	0	0	0	0	0	0.908	0.908
FOXO3	PRKACA	9606.ENSP00000339527	9606.ENSP00000309591	0	0	0	0	0	0.069	0.900	0.390	0.938
FOXO3	STK11	9606.ENSP00000339527	9606.ENSP00000324856	0	0	0	0	0.080	0.071	0.900	0.588	0.960
FOXO3	SMAD3	9606.ENSP00000339527	9606.ENSP00000332973	0	0	0	0	0.060	0.634	0.900	0.896	0.995
FOXO3	PRMT1	9606.ENSP00000339527	9606.ENSP00000406162	0	0	0	0	0	0.073	0.900	0.295	0.928
FOXO3	MAPK9	9606.ENSP00000339527	9606.ENSP00000394560	0	0	0	0	0.074	0.099	0.900	0.384	0.941
FOXO3	MAPK8	9606.ENSP00000339527	9606.ENSP00000378974	0	0	0	0	0.060	0.099	0.900	0.525	0.954
FOXO3	SOD2	9606.ENSP00000339527	9606.ENSP00000446252	0	0	0	0	0.060	0.292	0.750	0.866	0.974
FOXO3	SMAD4	9606.ENSP00000339527	9606.ENSP00000341551	0	0	0	0	0.157	0.525	0.500	0.908	0.979
FOXO3	IKBKB	9606.ENSP00000339527	9606.ENSP00000430684	0	0	0	0	0.060	0.694	0.900	0.663	0.989
FOXO3	PTK2	9606.ENSP00000339527	9606.ENSP00000341189	0	0	0	0	0.049	0	0	0.992	0.992
FOXO3	HIF1A	9606.ENSP00000339527	9606.ENSP00000437955	0	0	0	0	0.049	0.311	0.400	0.995	0.997
FOXP3	IFNG	9606.ENSP00000365380	9606.ENSP00000229135	0	0	0	0	0.114	0.301	0.500	0.950	0.982
FOXP3	STAT3	9606.ENSP00000365380	9606.ENSP00000264657	0	0	0	0	0	0.567	0	0.965	0.984
FOXP3	RUNX1	9606.ENSP00000365380	9606.ENSP00000300305	0	0	0	0	0.047	0.332	0.900	0.989	0.999
FOXP3	HDAC1	9606.ENSP00000365380	9606.ENSP00000362649	0	0	0	0	0	0.528	0	0.815	0.909
FOXP3	TNF	9606.ENSP00000365380	9606.ENSP00000398698	0	0	0	0	0	0.292	0	0.878	0.909
FOXP3	IL6	9606.ENSP00000365380	9606.ENSP00000385675	0	0	0	0	0	0.095	0	0.908	0.913
FOXP3	HDAC9	9606.ENSP00000365380	9606.ENSP00000408617	0	0	0	0	0	0.298	0	0.942	0.957
FOXP3	IL2RA	9606.ENSP00000365380	9606.ENSP00000369293	0	0	0	0	0.142	0.288	0.500	0.916	0.970
FOXP3	HIF1A	9606.ENSP00000365380	9606.ENSP00000437955	0	0	0	0	0	0	0	0.988	0.988
GAPDH	PKM	9606.ENSP00000380070	9606.ENSP00000320171	0.079	0	0	0	0.611	0.363	0	0.830	0.956
GAPDH	HSP90AA1	9606.ENSP00000380070	9606.ENSP00000335153	0	0	0	0	0.342	0.336	0	0.836	0.922
GAPDH	LDHA	9606.ENSP00000380070	9606.ENSP00000445175	0.056	0	0	0	0.746	0.071	0	0.872	0.967
GAPDH	HSPA8	9606.ENSP00000380070	9606.ENSP00000437125	0.045	0	0	0	0.643	0.241	0	0.953	0.986
GATA2	RUNX1	9606.ENSP00000345681	9606.ENSP00000300305	0	0	0	0	0.047	0.125	0.800	0.981	0.996
GATA2	MYB	9606.ENSP00000345681	9606.ENSP00000339992	0	0	0	0	0.080	0.048	0.800	0.724	0.945
GATA3	RUNX1	9606.ENSP00000368632	9606.ENSP00000300305	0	0	0	0	0.056	0.125	0.500	0.976	0.989
GATA3	HDAC1	9606.ENSP00000368632	9606.ENSP00000362649	0	0	0	0	0.071	0.745	0.500	0.336	0.911
GJA1	MAPK1	9606.ENSP00000282561	9606.ENSP00000215832	0	0	0	0	0	0.292	0.900	0.269	0.943
GJA1	MAPK3	9606.ENSP00000282561	9606.ENSP00000263025	0	0	0	0	0	0	0.900	0.499	0.947
GJA1	MAPK7	9606.ENSP00000282561	9606.ENSP00000311005	0	0	0	0	0	0.292	0.900	0.240	0.941
GJA1	TUBB	9606.ENSP00000282561	9606.ENSP00000339001	0	0	0	0	0.044	0	0.900	0.454	0.943
GJA1	TUBB3	9606.ENSP00000282561	9606.ENSP00000320295	0	0	0	0	0.044	0	0.900	0.475	0.945
GJA1	SRC	9606.ENSP00000282561	9606.ENSP00000362680	0	0	0	0	0	0.334	0.900	0.975	0.998
GLI1	PRKACA	9606.ENSP00000228682	9606.ENSP00000309591	0	0	0	0	0	0.332	0.900	0.537	0.966
GLI1	PTCH1	9606.ENSP00000228682	9606.ENSP00000332353	0	0	0	0	0.083	0.150	0	0.975	0.978
GLI1	SMO	9606.ENSP00000228682	9606.ENSP00000249373	0	0	0	0	0.074	0.275	0.400	0.975	0.988
GRB2	MAPK1	9606.ENSP00000376345	9606.ENSP00000215832	0	0	0	0	0.093	0	0.400	0.866	0.920
GRB2	PLCG1	9606.ENSP00000376345	9606.ENSP00000244007	0	0	0	0.672	0.042	0.858	0.900	0.982	0.999
GRB2	KRAS	9606.ENSP00000376345	9606.ENSP00000256078	0	0	0	0	0.093	0.450	0.500	0.758	0.931
GRB2	PDGFRA	9606.ENSP00000376345	9606.ENSP00000257290	0	0	0	0	0.055	0.618	0.900	0.365	0.974
GRB2	PDGFRB	9606.ENSP00000376345	9606.ENSP00000261799	0	0	0	0	0.055	0.792	0.900	0.955	0.999
GRB2	KDR	9606.ENSP00000376345	9606.ENSP00000263923	0	0	0	0	0.055	0.553	0.650	0.824	0.970
GRB2	PIK3CA	9606.ENSP00000376345	9606.ENSP00000263967	0	0	0	0	0	0.676	0.400	0.642	0.924
GRB2	NTRK2	9606.ENSP00000376345	9606.ENSP00000277120	0	0	0	0	0	0.183	0.900	0.657	0.969
GRB2	KIT	9606.ENSP00000376345	9606.ENSP00000288135	0	0	0	0	0.074	0.849	0.900	0.887	0.998
GRB2	NPM1	9606.ENSP00000376345	9606.ENSP00000296930	0	0	0	0	0.049	0.421	0.500	0.742	0.919
GRB2	INSR	9606.ENSP00000376345	9606.ENSP00000303830	0	0	0	0	0.060	0.453	0.900	0.747	0.985
GRB2	IRS1	9606.ENSP00000376345	9606.ENSP00000304895	0	0	0	0	0	0.862	0.900	0.996	0.999
GRB2	MET	9606.ENSP00000376345	9606.ENSP00000317272	0	0	0	0	0	0.831	0.900	0.980	0.999
GRB2	PTK2	9606.ENSP00000376345	9606.ENSP00000341189	0	0	0	0	0.074	0.994	0.900	0.984	0.999
GRB2	RET	9606.ENSP00000376345	9606.ENSP00000347942	0	0	0	0	0.055	0.762	0.400	0.689	0.952
GRB2	NTRK3	9606.ENSP00000376345	9606.ENSP00000354207	0	0	0	0	0	0.179	0.900	0.415	0.947
GRB2	PTPN1	9606.ENSP00000376345	9606.ENSP00000360683	0	0	0	0	0.188	0.622	0	0.746	0.915
GRB2	SRC	9606.ENSP00000376345	9606.ENSP00000362680	0	0	0	0.737	0.083	0.558	0.900	0.986	0.999
GRB2	SYK	9606.ENSP00000376345	9606.ENSP00000364898	0	0	0	0	0.137	0.648	0.400	0.935	0.986
GRB2	JAK2	9606.ENSP00000376345	9606.ENSP00000371067	0	0	0	0	0.093	0.687	0.400	0.936	0.987
GRB2	MUC1	9606.ENSP00000376345	9606.ENSP00000484824	0	0	0	0	0	0.386	0	0.878	0.921
GRB2	HRAS	9606.ENSP00000376345	9606.ENSP00000407586	0	0	0	0	0.086	0.209	0.500	0.850	0.938
GRB2	PTK2B	9606.ENSP00000376345	9606.ENSP00000380638	0	0	0	0	0.076	0.636	0	0.866	0.951
GRB2	IGF1R	9606.ENSP00000376345	9606.ENSP00000497069	0	0	0	0	0.060	0.185	0.900	0.830	0.985
GRB2	NTRK1	9606.ENSP00000376345	9606.ENSP00000431418	0	0	0	0	0	0.611	0.900	0.848	0.993
GRB2	PIK3R1	9606.ENSP00000376345	9606.ENSP00000428056	0	0	0	0	0.042	0.921	0.400	0.975	0.998
GRB2	PTPN11	9606.ENSP00000376345	9606.ENSP00000489597	0	0	0	0.630	0.115	0.994	0.900	0.990	0.999
GRB2	SOS1	9606.ENSP00000376345	9606.ENSP00000384675	0	0	0	0	0.076	0.998	0.900	0.999	0.999
GSK3B	TSC2	9606.ENSP00000324806	9606.ENSP00000219476	0	0	0	0	0.056	0.512	0.900	0.818	0.990
GSK3B	MAP2K2	9606.ENSP00000324806	9606.ENSP00000262948	0	0	0	0.607	0.072	0.161	0.900	0.269	0.935
GSK3B	TP53	9606.ENSP00000324806	9606.ENSP00000269305	0	0	0	0	0	0.633	0	0.981	0.992
GSK3B	WNT3A	9606.ENSP00000324806	9606.ENSP00000284523	0	0	0	0	0	0.112	0.500	0.869	0.937
GSK3B	TSC1	9606.ENSP00000324806	9606.ENSP00000298552	0	0	0	0	0.057	0.362	0.900	0.637	0.975
GSK3B	MAP2K1	9606.ENSP00000324806	9606.ENSP00000302486	0	0	0	0.600	0.075	0.161	0.900	0.312	0.939
GSK3B	PRKACA	9606.ENSP00000324806	9606.ENSP00000309591	0	0	0	0.622	0.094	0.618	0.900	0.768	0.990
GSK3B	PTEN	9606.ENSP00000324806	9606.ENSP00000361021	0	0	0	0	0.056	0.092	0	0.899	0.906
GSK3B	JUN	9606.ENSP00000324806	9606.ENSP00000360266	0	0	0	0	0.059	0.697	0	0.704	0.908
GSK3B	MUC1	9606.ENSP00000324806	9606.ENSP00000484824	0	0	0	0	0	0.537	0	0.839	0.922
GSK3B	RAF1	9606.ENSP00000324806	9606.ENSP00000401888	0	0	0	0.575	0.061	0	0.900	0.241	0.922
GSK3B	SMAD3	9606.ENSP00000324806	9606.ENSP00000332973	0	0	0	0	0.074	0.535	0	0.894	0.950
GSK3B	NFE2L2	9606.ENSP00000324806	9606.ENSP00000380252	0	0	0	0	0.049	0.547	0.750	0.620	0.953
GSK3B	HSP90AA1	9606.ENSP00000324806	9606.ENSP00000335153	0	0	0	0	0.054	0.639	0	0.887	0.958
GSK3B	MYC	9606.ENSP00000324806	9606.ENSP00000478887	0	0	0	0	0	0.822	0.900	0.839	0.996
GSTP1	JUN	9606.ENSP00000381607	9606.ENSP00000360266	0	0	0	0	0.045	0.131	0	0.920	0.927
GSTP1	MAPK8	9606.ENSP00000381607	9606.ENSP00000378974	0	0	0	0	0.042	0.805	0	0.875	0.974
HDAC1	SIRT1	9606.ENSP00000362649	9606.ENSP00000212015	0	0	0	0	0	0.528	0	0.987	0.993
HDAC1	NFKB1	9606.ENSP00000362649	9606.ENSP00000226574	0	0	0	0	0.058	0.841	0	0.981	0.996
HDAC1	NR3C1	9606.ENSP00000362649	9606.ENSP00000231509	0	0	0	0	0.049	0.725	0	0.751	0.929
HDAC1	MDM2	9606.ENSP00000362649	9606.ENSP00000258149	0	0	0	0	0.061	0.737	0	0.863	0.963
HDAC1	SMAD2	9606.ENSP00000362649	9606.ENSP00000262160	0	0	0	0	0.065	0.738	0.500	0.856	0.980
HDAC1	YY1	9606.ENSP00000362649	9606.ENSP00000262238	0	0	0	0	0.108	0.785	0.800	0.993	0.999
HDAC1	STAT3	9606.ENSP00000362649	9606.ENSP00000264657	0	0	0	0	0.060	0.744	0.400	0.903	0.984
HDAC1	LEF1	9606.ENSP00000362649	9606.ENSP00000265165	0	0	0	0	0.067	0.333	0.500	0.905	0.966
HDAC1	RB1	9606.ENSP00000362649	9606.ENSP00000267163	0	0	0	0	0.085	0.987	0.900	0.962	0.999
HDAC1	TP53	9606.ENSP00000362649	9606.ENSP00000269305	0	0	0	0	0.109	0.924	0.500	0.994	0.999
HDAC1	RUNX1	9606.ENSP00000362649	9606.ENSP00000300305	0	0	0	0	0.049	0.743	0.900	0.955	0.998
HDAC1	HDAC3	9606.ENSP00000362649	9606.ENSP00000302967	0	0	0.059	0.963	0.262	0	0.900	0.058	0.925
HDAC1	SP1	9606.ENSP00000362649	9606.ENSP00000329357	0	0	0	0	0.106	0.962	0	0.779	0.991
HDAC1	SMAD3	9606.ENSP00000362649	9606.ENSP00000332973	0	0	0	0	0.071	0.481	0.500	0.928	0.980
HDAC1	SMAD4	9606.ENSP00000362649	9606.ENSP00000341551	0	0	0	0	0.068	0.516	0.500	0.893	0.972
HDAC1	SMARCA4	9606.ENSP00000362649	9606.ENSP00000343896	0	0	0	0	0.247	0.731	0.500	0.907	0.989
HDAC1	STAT1	9606.ENSP00000362649	9606.ENSP00000354394	0	0	0	0	0.049	0.318	0	0.957	0.969
HDAC1	ZEB1	9606.ENSP00000362649	9606.ENSP00000354487	0	0	0	0	0.058	0.220	0	0.969	0.975
HDAC1	PARP1	9606.ENSP00000362649	9606.ENSP00000355759	0	0	0	0	0.124	0.647	0	0.701	0.900
HDAC1	JUN	9606.ENSP00000362649	9606.ENSP00000360266	0	0	0	0	0.042	0.393	0.500	0.902	0.967
HDAC1	PRMT1	9606.ENSP00000362649	9606.ENSP00000406162	0	0	0	0	0.082	0.309	0.500	0.743	0.907
HDAC1	TCF7L2	9606.ENSP00000362649	9606.ENSP00000486891	0	0	0	0	0.061	0.097	0.500	0.846	0.926
HDAC1	HDAC9	9606.ENSP00000362649	9606.ENSP00000408617	0	0	0.169	0.613	0	0.721	0	0.928	0.982
HDAC1	HIF1A	9606.ENSP00000362649	9606.ENSP00000437955	0	0	0	0	0	0.790	0	0.926	0.983
HDAC1	MYC	9606.ENSP00000362649	9606.ENSP00000478887	0	0	0	0	0.076	0.821	0	0.953	0.991
HDAC1	RELA	9606.ENSP00000362649	9606.ENSP00000384273	0	0	0	0	0.111	0.897	0	0.981	0.998
HDAC1	KDM1A	9606.ENSP00000362649	9606.ENSP00000383042	0	0	0	0	0.176	0.942	0.400	0.998	0.999
HDAC1	HDAC2	9606.ENSP00000362649	9606.ENSP00000430432	0	0	0.049	0.983	0.101	0.994	0.900	0.982	0.999
HDAC2	YY1	9606.ENSP00000430432	9606.ENSP00000262238	0	0	0	0	0.075	0.818	0.540	0.989	0.999
HDAC2	STAT3	9606.ENSP00000430432	9606.ENSP00000264657	0	0	0	0	0.042	0.612	0.400	0.630	0.906
HDAC2	RB1	9606.ENSP00000430432	9606.ENSP00000267163	0	0	0	0	0.075	0.814	0.900	0.281	0.986
HDAC2	TP53	9606.ENSP00000430432	9606.ENSP00000269305	0	0	0	0	0.102	0.837	0.500	0.888	0.990
HDAC2	RUNX1	9606.ENSP00000430432	9606.ENSP00000300305	0	0	0	0	0	0.525	0.900	0.691	0.984
HDAC2	HDAC3	9606.ENSP00000430432	9606.ENSP00000302967	0	0	0.059	0.963	0.067	0	0.900	0.056	0.906
HDAC2	SP1	9606.ENSP00000430432	9606.ENSP00000329357	0	0	0	0	0.055	0.874	0	0.352	0.916
HDAC2	SMARCA4	9606.ENSP00000430432	9606.ENSP00000343896	0	0	0	0	0.186	0.845	0.800	0.974	0.999
HDAC2	KLF4	9606.ENSP00000430432	9606.ENSP00000363804	0	0	0	0	0	0.644	0	0.864	0.949
HDAC2	KDM1A	9606.ENSP00000430432	9606.ENSP00000383042	0	0	0	0	0.133	0.941	0.400	0.997	0.999
HDAC2	RELA	9606.ENSP00000430432	9606.ENSP00000384273	0	0	0	0	0.055	0.874	0	0.895	0.986
HDAC3	HDAC5	9606.ENSP00000302967	9606.ENSP00000225983	0	0	0.177	0.606	0.060	0.840	0.400	0.319	0.940
